,num_boleta,nombre,sexo,fecha_nacimiento,estatus_candidatura,url_cv,url_foto,descripcion,vision_jurisdiccional,vision_impjusticia,propuesta1,propuesta2,propuesta3
24,25,REYES TERAN ARELY,M,1962-09-19,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_25.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/25.jpg,"Defiendo la justicia social desde hace más de 40 años, fungiendo como Magistrada, Jueza, Subdelegada de FGR, entre otros","Debe ser cercana a las personas y sus vivencias, enfocándose en proteger a los sectores poblacionales tradicionalmente discriminados y vulnerados por el sistema social, neoliberal y patriarcal actual. Así, debe favorecer los derechos de dichos grupos, además de ser incorruptible, imparcial, libre de nepotismo y sin conflictos de interés, desde un conjunto de valores que la lleven a eliminar determinaciones mercantilistas que privilegian a grupos minoritarios y oligárquicos.","Visualizo la impartición de justicia como transformadora; un proceso transparente que tenga como principal interés, alcanzar la igualdad, a través de servidores públicos capacitados e instancias eficientes que operen a través de un paradigma de justicia social para reducir las desigualdades, en lugar de satisfacer los intereses, valores y visiones de un grupo privilegiado. Al mismo tiempo, debe respetar el principio de estricto derecho en las materias donde no opera la suplencia de la queja.","Promover el abandono de criterios jurídicos basados en el dinero como eje de las relaciones sociales, en el interés individualista, privado y mercantil, así como en perpetuar las desigualdades entre hombres y mujeres. A partir de ello, propongo expedir nuevos criterios, a través de un estudio minucioso y metodológico, que permita transitar a principios jurídicos, igualitarios y de interés público.","Los proyectos que elabore privilegiarán los derechos de los grupos poblacionales tradicionalmente vulnerados por estructuras de poder desiguales, cimentadas en el sistema neoliberal y patriarcal, mismo que ha provocado exclusión y desprotección en las resoluciones de la Corte. Esto a través de la aplicación rigurosa del principio jurídico que salvaguarda a quienes no pueden defenderse adecuadamente, exceptuando las materias en las que no opera la suplencia de la queja deficiente.","Defender el principio de supremacía constitucional y convencional; así como la supremacía constitucional en los casos en que esta restrinja contenidos de otros instrumentos legales, considerando la realidad histórica del país, de manera tal que se respeten los derechos de la totalidad de las y los mexicanos; es decir, no por prelación normativa, sino por alcances de protección."
25,26,RIOS GONZALEZ MARIA ESTELA,M,2047-04-04,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_27.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/27.jpg,"Porque estoy comprometida con la impartición de justicia, para los habitantes de este país, al que amo profundamente.","Jurisdicción, es decir, el derecho, función vital para la sociedad en su conjunto. Implica apegarse al sistema de leyes para dar certeza sobre los derechos y obligaciones de cada persona física o jurídica según la función social que desempeñe. Debe realizarse de forma objetiva, racional e imparcial en la que prevalezca la justicia cuando haya un conflicto de esta con el derecho. Se debe luchar por el derecho, pero el día en que haya conflicto entre el derecho y la justicia, lucha por la justicia","Comparto la idea de justicia del constituyente de 1917 plasmada en el artículo 123 Constitucional y en la LFT por lo que impartir justicia es lograr el equilibrio entre los intereses en conflicto de las diversas fuerzas sociales actuantes en un determinado sistema económico, jurídico y social, y de forma armónica que haga eficaz el derecho fundamental de todo ser humano a una vida digna con el pleno desarrollo de sus potencialidades y así lograr una impartición de justicia para todos y todas.","Debemos tener claro cuáles son nuestros derechos y obligaciones, según la función social que estemos desempeñando: trabajadores, ejidatarios, empresarios, padres de familia, servidores públicos, etcétera. Por ello, las resoluciones judiciales, deben ser claras, sencillas, y precisas para que su comprensión esté al alcance de todos y todas y puedan cumplir los derechos y obligaciones que emanan de las resoluciones judiciales. El conocimiento del derecho no debe ser para unos cuantos privilegiados","El bien más preciado de todo ser humano es el tiempo. Si se pierde, jamás se recupera. Promoverá la agilización de los procedimientos administrativos y judiciales en la SCJN, para hacer posible, tanto para quienes prestan un servicio público o ejercen la función jurisdiccional, como para los destinatarios de esos servicios y funciones disponer de un tiempo de vida que solo a ellos les pertenece; a la par que se les dará plena certeza jurídica. Para ello, se mejorarán los sistemas informáticos.","Actuaré en el logro de mejores condiciones económicas y sociales para todas las mujeres; en su educación, su profesionalización y en abrirles las puertas para que, como yo, puedan, con perspectiva propia, contribuir a lograr una justicia plena para todos y todas. Se combatirá la corrupción y la impunidad, y haré efectiva una justicia pronta, completa, imparcial y expedita, sin favorecer intereses ajenos o de personas influyentes. No se agilizará ni retrasará la justicia en perjuicio de nadie."
26,27,ROJAS OLVERA MARGARITA DARLENE,M,1975-04-27,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_28.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/28.jpg,"Para contribuir a que la Corte sea representativa, inclusiva y receptiva a las diversas necesidades de nuestra sociedad.","Mi visión se centra en una justicia social, accesible e inclusiva, que garantice la protección de los derechos de todos los mexicanos, especialmente los grupos vulnerables. Busco una Corte transparente, eficiente, y comprometida con la erradicación de la corrupción, que fortalezca la confianza ciudadana y promueva un sistema judicial que responda a los desafíos del siglo XXI; que las resoluciones que emita atiendan las necesidades de la sociedad.","Que los asuntos se resuelvan mediante la interpretación de la ley, la aplicación de la norma desde una perspectiva humana e inclusiva, en las que se considere la sensibilidad y equidad, teniendo siempre presente la perspectiva social con un enfoque particular en la igualdad de género, la promoción de los derechos laborales y de los grupos vulnerables, que se realice bajo el cumplimiento de los principios de transparencia, eficiencia y la erradicación de la corrupción en el sistema judicial.","La Corte debe promover un lenguaje claro y accesible en el que los juzgadores comuniquen sus determinaciones con eficacia, eliminando los tecnicismos innecesarios y la redacción de las sentencias sea con lenguaje comprensible, para que la ciudadanía pueda entender y comprender las resoluciones independientemente de su formación jurídica. Esto no solo facilita el acceso a la justicia, sino que también fortalece la confianza en las instituciones y elimina barreras con la ciudadanía.","La Corte debe priorizar la revisión de casos con impacto social y derechos humanos, evitando saturar su carga de trabajo con asuntos que pueden resolverse en instancias inferiores. Se debe emitir jurisprudencia clara y vinculante para reducir la necesidad de litigios repetitivos sobre temas ya resueltos; fomentar los mecanismos alternativos de solución de controversias mediación y conciliación en asuntos civiles, laborales y familiares, evitando la judicialización innecesaria de casos.","Aprovechar el uso de tecnología y el acceso a la justicia a distancia para que los asuntos puedan resolverse en breve término, así como la inteligencia artificial y los estudios que en cuestiones jurídicas hay para reducir los términos en los que se emiten las resoluciones, así como el análisis de los casos que se sometan a su estudio se lleve a cabo un análisis integral del caso en los que se ponga atención especial en los de perspectiva social con un enfoque particular en la igualdad de género"
27,28,ROSILLO GARFIAS MA. CONSUELO,M,1961-11-15,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_37.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/37.jpg,Porque tengo la experiencia y herramientas suficientes para hacer efectivo el respeto a la Constitución.,"Es la piedra angular que rige cualquier sociedad democrática y de derecho. Se interpreta el Derecho, se aplica la ley, y con ello se garantiza el respeto a los derechos y libertades fundamentales de los ciudadanos. Esta visión debe verse reflejada, sin lugar a dudas, en la imparcialidad y objetividad; accesibilidad y eficiencia, una adecuada protección de los Derechos Humanos, transparencia y rendición de cuentas, capacitación y experiencia, con un ejercicio adecuado de la independencia judicial","Componente esencial y vital para mantener el Estado de derecho. Lo que refleja el compromiso de la nación con la equidad, la igualdad y la protección de los derechos humanos, haciendo viable el ejercicio de las garantías individuales. Es la que asegura la integridad del sistema judicial y la confianza ciudadana en sus instituciones.","Poner de relieve el bienestar del personal judicial, para un eficaz y justo desempeño; son funcionarios en constante estrés; por tanto, su bienestar físico, mental y emocional es crucial para garantizar que su desempeño sea competente y ético. Cuidar sus horas laborales y sus horas familiares, que cuenten con apoyo psicológico mediante mecanismo de desintoxicación judicial.","Son los 3 poderes responsables de La Paz social, por lo tanto, se propone una oficina de Servicio Ciudadano, integrada por funcionarios de los mismos que cuenten con portales de información ciudadana a fin de saber el ejercicio de cada uno, que difundan servicio comunitario, acceso a la justicia, programas de educación legal, acercar los poderes a los ciudadanos, a fin de que se permee una cultura social en el entendido que el poder es uno y que los poderes persiguen la paz social del país.","Por lo que ve al Tribunal de Disciplina, proponer la creación de vigilancias itinerantes a fin de que no se cuente con tribunales de vigilancia centralistas, sino que se establezcan programas para la visita de cada entidad federativa y verificar que se cumplen las resoluciones emitidas en los tiempos y forma que la legislación establece, que se escuche al impetrante de justicia."
28,29,SANTOS MENDOZA GLORIA ROSA,M,1962-08-24,cancelada,,,,,,,,
29,30,TAPIA GUTIERREZ INGRID DE LOS ANGELES,M,1967-12-13,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_38.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/38.jpg,"Para dar voz a todos aquellos que reclaman justicia, para que ésta se preste limpiamente y sin pretextos.","Se trata de un servicio para la población que obliga al Estado a garantizar el goce de la totalidad de derechos humanos y fundamentales. No es una concesión graciosa ni un obsequio, sino un servicio que se debe prestar sin pretexto alguno, genuina imparcialidad, gratuidad y prontitud. Creo en el derecho como el elemento igualador por excelencia, porque su misión es atemperar las diferencias entre quien todo tiene y el que nada posee.","Los tribunales han incurrido por décadas en un exceso de formalismos, llegando al punto de negar su acceso a las personas por no sujetarse a ellos. Debemos poner en el centro de la justicia el pesar de cada justiciable. Muy especialmente de las madres de familia y de las niñas y niños a quienes absurdas exigencias procesales les impiden gozar del acceso a un recurso efectivo. Pongo en el centro de mis preocupaciones el derecho a la vida, la familia y a perseguir la felicidad.","Emitir sentencias en lenguaje accesible y claro para los destinatarios de las mismas. Breves en extensión, honradas en su decisión y claras en su redacción.","Favorecer que los asuntos puedan resolverse, tal como lo establece la norma constitucional, en breve término, sin que esto implique una lesión a las garantías procesales de las partes involucradas.","Eliminar constructos discriminatorios de las mujeres y los niños, decretar la abierta inconstitucionalidad de criterios o normas que impiden a las madres de familia poner a salvo a sus hijos y a su propia persona, abandonar los criterios que obligan a las mujeres a recibir maltrato bajo el pretexto del derecho de convivencia de los hijos y sustituir el modelo de parentalidad que distribuye inequitativamente los cuidados del hogar y los trabajos asociados a la crianza."
30,31,TELLEZ TORRES OROZCO NATALIA,M,1983-05-23,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_34.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/34.jpg,"Quiero ser ministra para garantizar justicia real, equitativa y accesible, con perspectiva social y humanista.","La función jurisdiccional debe garantizar justicia real, no solo formal, corrigiendo desigualdades estructurales y protegiendo derechos humanos. La Suprema Corte debe interpretar la Constitución con un enfoque progresista, asegurando que la ley se aplique de manera equitativa. Su labor debe priorizar a sectores vulnerables, eliminando barreras de acceso a la justicia y fortaleciendo el Estado de derecho con decisiones que transformen la realidad social.","La impartición de justicia debe ser accesible, eficaz y cercana a la ciudadanía, eliminando tecnicismos que dificultan su comprensión. La Suprema Corte debe garantizar que la ley se aplique sin sesgos de poder o riqueza, asegurando equidad en cada fallo. Es imprescindible que los criterios judiciales protejan a quienes han sido históricamente excluidos, promoviendo un sistema judicial transparente, imparcial y con enfoque de derechos humanos que fortalezcan la vida democrática de la nación.","Combate real a la corrupción. Sé cómo llevar justicia para todos, sencilla, sin nepotismo y sin amiguismos. Yo no obedezco intereses egoístas. Mi compromiso es con la verdad y con la defensa de tus derechos. ¡Nunca más una Corte corrupta!","Si no hay Justicia para ti, no hay transformación del país. Por eso busco que las resoluciones sean claras, protejan los derechos humanos, a las personas vulnerables, a las comunidades originarias, reparen los daños y se conviertan en motor de desarrollo. ¡Tú eres el rostro de la Justicia!","La función jurisdiccional debe garantizar justicia real, no solo formal, corrigiendo desigualdades estructurales y protegiendo derechos humanos. La Suprema Corte debe interpretar la Constitución con un enfoque progresista, asegurando que la ley se aplique de manera equitativa. Su labor debe priorizar a sectores vulnerables, eliminando barreras de acceso a la justicia y fortaleciendo el Estado de derecho con decisiones que transformen la realidad social."
31,32,UCARANZA SANCHEZ VERONICA ELIZABETH,M,1973-09-27,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_40.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/40.jpg,"Represento esa voz firme, preparada, honesta y cercana que tanta falta le hace a la Suprema Corte.","Me aseguraré que las leyes y actos del Estado se ajusten tanto a la Constitución como a los tratados internacionales en materia de derechos humanos. Dictaré criterios sobre el alcance y sentido de los artículos constitucionales, especialmente en casos de alta relevancia nacional. Aplicaré los principios constitucionales de igualdad, no discriminación, y protección reforzada a grupos vulnerables.","Promoveré la defensa activa y la aplicación efectiva de los derechos humanos en todas las resoluciones de la Suprema Corte. Me aseguraré de que la Constitución y los tratados internacionales en la materia sean la guía fundamental en cada sentencia, garantizando que nadie quede sin protección de sus garantías básicas. Con un liderazgo firme, impulsaré criterios jurisprudenciales que fortalezcan las libertades y la dignidad humana, demostrando mi compromiso inquebrantable con la ciudadanía.","La justicia debe pertenecer a todas y todos sin excepción. Como aspirante a ministra de la Suprema Corte de Justicia de la Nación, me comprometo firmemente a garantizar la accesibilidad, la inclusión y el diseño universal en cada rincón del sistema judicial mexicano. Cada persona, desde niñas, niños y adolescentes, hasta personas adultas mayores, pasando por mujeres, hombres, personas con discapacidad, pueblos indígenas, personas en situación de movilidad y otros grupos históricamente excluidos.","Consolidar un sistema judicial que garantice la reparación integral del daño para todas las personas afectadas por un delito. Impulsaré principios de justicia restaurativa que permitan sanar el tejido social, ofreciendo a las víctimas no solo castigo al culpable sino también verdad y una voz activa en la resolución del conflicto. Trabajaré para que la restitución de sus derechos y bienes, la rehabilitación emocional y física, y las garantías de no repetición sean una realidad.","Incorporaré de manera transversal la perspectiva de género en la impartición de justicia, asegurando que los derechos de las mujeres sean plenamente reconocidos y protegidos. Eliminaré los sesgos y barreras que afectan a niñas y mujeres en el sistema judicial, brindando atención sensible a víctimas de violencia de género y garantizando igualdad de trato en cada proceso. Impulsaré capacitaciones obligatorias para jueces y funcionarios en materia de género, y fomentaré criterios jurisprudenciales."
32,33,ZARZA DELGADO LUZ MARIA,M,1968-03-14,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_41.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/41.jpg,"Seré factor de cambio del Poder Judicial. Soy abogada con sólidas capacidades profesionales, cercana al pueblo de México","Defender los derechos consagrados en la Constitución, la justicia y acercar las leyes a todas y todos los mexicanos, desde mi responsabilidad como Ministra de la SCJN","Debe ser llevada a cabo con estrictos niveles de profesionalismo, honestidad, equidad y prontitud. De ello depende la certeza jurídica, el Estado de derecho y la sensación de justicia de cada una de las personas.","Mujeres e impartición de justicia: El Poder Judicial debe asumir un papel más activo en la erradicación de la violencia de género, con medidas que aseguren la capacitación obligatoria, la creación de tribunales especializados, la digitalización de acceso a la justicia, transparencia y rendición de cuentas. Solo una reforma estructural profunda puede garantizar una justicia efectiva, accesible y libre de discriminación para todas las mujeres en México.","La consolidación de la carrera judicial, basada en la honestidad, profesionalización e imparcialidad, es esencial para fortalecer el Estado de derecho en México. Las acciones incluyen: evaluaciones constantes en materia de ética y valores judiciales, certificaciones obligatorias del cargo para poder participar en los exámenes de oposición para cargos superiores, publicación de criterios de selección, resultados y evaluaciones disciplinarias y mecanismos alternativos de solución de controversias.",Revisar el presupuesto del Poder Judicial. Los mexicanos tendrán más tranquilidad cuando sepan en qué se están ejerciendo los recursos y cómo se reflejan en la justicia del pueblo. Este análisis dará también certidumbre al personal del Poder Judicial y nos ayudará a explicar las necesidades materiales a los poderes Ejecutivo y Legislativo.
33,34,AGUILAR ORTIZ HUGO,H,1973-04-01,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_35.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/35.jpg,"Como indígena, un cargo es sinónimo de servicio. Por ello, busco ponerme al servicio de la justicia y de los pueblos.","La función jurisdiccional tiene el enorme poder de poner fin a una controversia, estableciendo una verdad legal que impacta en la vida de las personas y pueblos. En pocas ocasiones esta verdad legal está acorde con la verdad real. Estimo que este es el reto principal que tiene la función jurisdiccional: acercar la justicia a la realidad, hacerla útil, generar paz y tranquilidad. Las resoluciones deben ser fuente de unidad y no el inicio de nuevas etapas de conflictividad.","La justicia no se debe basar en la simple aplicación de la ley. La reforma sobre derechos de los pueblos indígenas y afromexicanos, así como sobre derechos humanos, son la base para incorporar en la impartición de justicia, la visión colectiva de los pueblos y la dimensión humana de toda la nación, en particular de los sectores excluidos; tomando en cuenta sus realidades, aspiraciones de vida y sus contextos. Solo así lograremos una justicia real con efectos transformadores en la vida de todos.","Para una justicia congruente con la realidad, se debe impulsar una función jurisdiccional en territorio, incorporando visitas  situ, el diálogo con las personas y la búsqueda de la situación efectivamente planteada, sin formalismos excesivos. Asimismo, se debe asumir una actitud abierta para aprender del otro, su especificidad, contexto y su realidad. De esta forma, los argumentos que sustenten las resoluciones no serán simples razonamientos formales, sino sustentados en la realidad.","Se debe tener presente el carácter terminal que tienen las resoluciones, así como el hecho de que nadie posee la verdad absoluta. En este sentido, se debe fortalecer un enfoque multidisciplinario, dando intervención a las instancias especializadas en todas las materias, ampliando y consolidando la figura de Amicus Curiae. Asimismo, se debe privilegiar el diálogo con las partes para examinar con mayor profundidad las controversias.","Evitar que la función jurisdiccional sea obstáculo del cambio social. Se deberá estar atento al contexto nacional para la resolución de los temas centrales de la vida pública. Para ello, se debe privilegiar un diálogo republicano entre los poderes de la Unión, las Entidades Federativas, los Municipios, los Pueblos y comunidades indígenas y afromexicanas."
34,35,ALLIER CAMPUZANO JAIME,H,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_43.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/43.jpg,Para culminar mi carrera judicial desempeñando el alto cargo de Ministro de la Suprema Corte de Justicia de la Nación.,La función jurisdiccional debe ser profesional (juzgadores con vasta cultura en todas las materias jurídicas) humanista e imparcial.,"La impartición de justicia debe ser pronta, completa e imparcial, tal y como lo exige el artículo 17 de la Constitución Federal. Cercana a la gente y comprometida con los grupos vulnerables.","Humanismo judicial. Respeto absoluto a los derechos humanos contemplados tanto en la Constitución Federal como en los Tratados Internacionales. Respeto a la división de poderes, a la legalidad y a la imparcialidad judicial.","Recuperar la confianza de la sociedad en los órganos de impartición de justicia, mediante el profesionalismo de los juzgadores y con un enfoque de justicia social.","Prevalencia de la justicia social en mi desempeño como Ministro de la Suprema Corte de Justicia de la Nación, protegiendo a los grupos vulnerables que son (entre otros): trabajadores, campesinos, menores de edad, madres solteras, personas con discapacidad."
35,36,ANAYA GALLARDO FEDERICO,H,1964-12-31,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_36.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/36.jpg,Mi experiencia en defensa de derechos humanos en luchas populares aportará visión social a los debates de la Corte.,"El juicio de Amparo es difícil de activar y aún más penoso de sostener. En general, las complejidades del litigio constitucional aumentan costos y dependencia de la ciudadanía frente a operadores jurídicos tradicionales. Así resulta que apenas llega al máximo tribunal un puñado de casos relevantes para los sectores populares. Necesitamos un tribunal constitucional más preocupado por las carencias sociales y que sea activista en favor de los derechos de todas y todos.","El caso de la lucha de los pueblos campesinos de Palmarejo, Acasico y Temacapulín contra la presa El Zapotillo, en Jalisco nos demostró a toda la ciudadanía la importancia de combinar, en la defensa de derechos humanos, varias sedes: legislativa, judicial y ejecutiva. La división de poderes no es simple confrontación (como una visión superficial del principio argumenta), sino colaboración crítica entre las ramas del árbol generoso que debe ser el Gobierno de la República. La Corte no es una isla","La Suprema Corte debe explicitar y transparentar los criterios con los que atrae casos. Su nueva conformación (sin salas) implica profundizar su papel como tribunal constitucional. Si ha de ser cabeza responsable de uno de los Poderes de la Unión, la Corte debe dar prioridad a asuntos que afectan al pueblo y a los que más preocupan a la sociedad. Debe acercarse a ellos de manera razonada, razonable y clara. Solo así será una efectiva defensa de los derechos humanos.","La Suprema Corte, en su papel de tribunal constitucional, debe ser una guía de interpretación seria y confiable para el resto de los poderes de la Unión y para los de las entidades federativas. Debe recordar que las altas cuestiones políticas tienen un fuerte componente en Derecho Constitucional. Por lo mismo, no es razonable que conflictos entre poderes o fuero de altos funcionarios tarden muchos meses en resolverse. Una corte que se tarda no es ni seria ni confiable.","La Suprema Corte debe abrir y avanzar en el debate del No es razonable que el Poder Judicial Federal se haya convertido en el corrector permanente y omnipresente de los poderes judiciales de los Estados. Deben considerarse los avances y obstáculos que han tenido las salas constitucionales de las entidades y colaborar, con respeto al principio federal, para la construcción de un sistema de Justicia accesible a la ciudadanía y que efectivamente garantice los derechos humanos."
36,37,CARLIN DE LA FUENTE ULISES,H,1974-04-06,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_45.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/45.jpg,Por mi deseo de servir y participar en el nuevo paradigma de seleccionar a los miembros del Poder Judicial por voto.,"La función jurisdiccional debe de llegar a toda la gente, sin discriminación alguna, debe de dar solución a conflictos jurídicos sociales o individuales, en tiempo, con autonomía, eficiencia, imparcialidad, legalidad, objetividad y profesionalismo, para garantizar el Estado de derecho y fomentar con ello la tranquilidad de la ciudadanía.","La impartición de justicia, implica hacer lo correcto, por más difícil que parezca. La impartición de justicia debe de ir acompañada además del conocimiento técnico, es decir, conocer el derecho, la conducta debe de ser imparcial ante las partes, se debe de pose honestidad, una lucha constante por la justicia, pulcritud en la toma de decisiones, transparencia y carácter para sostener y defender las resoluciones complejas que se lleguen a tomar.","Que se den a conocer todos los proyectos en plataformas que estén al alcance de todos, antes de tomar una decisión, lo que llevará a la discusión y darle visibilidad a la comunidad de lo que se pretende resolver, con el tiempo suficiente que la ciudadanía que quisiera opinar, tenga la oportunidad de hacerlo.","Que existan plataformas en la Suprema Corte en donde la ciudadanía pueda expresar opiniones públicas de los asuntos, inconformidades o denuncias (siempre bajo un parámetro de respeto) y que exista la obligación de los órganos judiciales de ver las posturas de la ciudadanía.","Que se abata el rezago principalmente de los asuntos que tengan vinculación con corrupción, que tanto daño le hace a la sociedad, y todas aquellas que tengan que ver con derechos humanos de las personas que se encuentran vulnerables."
37,38,CORZO SOSA EDGAR,H,,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_46.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/46.jpg,"Ya he servido a los demás, y con la experiencia profesional adquirida estoy más preparado que nunca para hacerlo.","Decir quién tiene la razón es lo más importante del Poder Judicial. Los jueces deben poseer cualidades especiales, y su actuar debe estar siempre apegado a la ley, al derecho, y debe estar libre de corruptelas que echen por tierra la confianza del individuo. Dar a cada quien lo que le corresponde es un ejercicio centrado, maduro, de reflexión y por eso se debe exigir un alto perfil a quien quiera ser juez. La función judicial debe responder a la justicia social que tanto ha esperado el pueblo.","Con la elección de los jueces la impartición de justicia debe velar por la justicia social, buscando estar cerca de los problemas sociales y evitando beneficiar a unos cuantos, debe poder ver los abusos y las injusticias que padecen todas las personas sin voltear a ver los privilegios. El humanismo constitucional mexicano debe reflejarse en las sentencias de la Suprema Corte de Justicia de la Nación. La impartición de justicia debe continuar basándose en el respeto a las leyes y a la justicia.","JUZGADORES SENSIBLES Y CERCANOS CON LA REALIDAD. La impartición de justicia solo se entiende si refleja las necesidades de nuestra sociedad. Hay que ir a donde están las personas, a los lugares donde están los problemas. No se entiende lo que sucede con las personas migrantes en el norte, si no se va a Tijuana y se visitan los albergues; o no se tiene idea de lo que es la prisión preventiva oficiosa, si no se visita el reclusorio a donde se envía a los acusados.","UNA SUPREMA CORTE ITINERANTE. La Suprema Corte de Justicia debe tener ojos para ver los abusos, las injusticias o la violencia que padecen todas las personas y evitar caer en sesgos que la condicionen para ver únicamente la opulencia, el privilegio o la discriminación. La justicia es de todos y todas. Los ministros deben sesionar también en algunas entidades federativas, disminuyendo la angustia y la desesperación del drama humano con la cercanía a los problemas.","CONSOLIDAR EL HUMANISMO CONSTITUCIONAL MEXICANO. A la Corte le tocará resolver aquellos casos en que se ponga en entredicho el alcance y valor de las reformas constitucionales que han marcado el rumbo de los principios del humanismo mexicano. Si la sociedad ha estado de acuerdo que los nuevos tiempos, se requieren compromisos sociales fuertes, y así se han plasmado en la Constitución, entonces tanto el legislador como los jueces deben diseñar un contexto para ejercer estos principios plenamente."
38,39,DAVILA RODRIGUEZ ABRAHAM AMIUD,H,1971-10-13,vigente,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/cv/CV_47.pdf,https://candidaturaspoderjudicial.ine.mx/cycc/img/fotocandidato/47.jpg,Tendré la oportunidad de contribuir en la mejora del sistema judicial y protección de los derechos de las personas.,"La función jurisdiccional es una oportunidad para mejorar el sistema de impartición de justicia y garantizar a todas las personas el reconocimiento y respeto de sus derechos humanos, mediante la actuación profesional, imparcial, transparente, eficaz y eficiente por parte de quienes la desempeñan, promoviendo en todo momento la equidad, la justicia y el Estado de derecho.","Además de la imparcialidad, gratuidad, accesibilidad, transparencia y prontitud, también debe considerarse la eficacia y eficiencia como principios rectores en la administración e impartición de justicia al momento de recibir, estudiar y resolver un asunto, esto con la finalidad de verdaderamente garantizar la protección de los derechos humanos de las personas, es decir, resolver dentro un tiempo razonable, en atención a su complejidad y trascendencia, evitando retrasos injustificados.","Capacitación constante de todas las personas que conforman el Poder Judicial, no solo en temas de derecho y en uso de herramientas tecnológicas, sino también en la sensibilización, para generar consciencia y fomentar empatía con la sociedad, con la finalidad de garantizar un verdadero cambio en el sistema judicial, para que realmente funcione en forma justa, equitativa y respetuosa de los derechos humanos de todas las personas.","Hacer uso de todas las herramientas tecnológicas que actualmente se tienen al alcance para mejorar la impartición de la justicia, de tal forma que sea eficaz, eficiente y accesible para todas las personas.","Independencia judicial total, en el sentido de que todos los asuntos se resuelvan conforme a derecho y con justicia, sin ningún tipo de influencia, prejuicio o presión que afecte la imparcialidad de las determinaciones, garantizando a las personas la igualdad ante la ley y la protección de sus derechos humanos."
